seq,rtt_us
0,68017
1,48043
2,52365
3,55079
4,71711
5,51732
6,39885
7,54705
8,57278
9,53223
10,53462
11,56642
12,45833
13,62437
14,42454
15,65500
16,55123
17,50526
18,54830
19,48251
20,60055
21,54373
22,57909
23,55455
24,55401
25,60061
26,55132
27,48371
28,52855
29,46574
30,69280
31,62617
32,42636
33,60264
34,41723
35,72509
36,61864
37,47551
38,69569
39,54285
40,38831
41,61621
42,46286
43,50998
44,54261
45,48341
46,54588
47,47299
48,48600
49,53543
50,61880
51,56927
52,52175
53,46116
54,53724
55,46335
56,70442
57,67568
58,53448
59,48525
60,45665
61,55058
62,44139
63,65221
64,54407
65,48143
66,63024
67,48042
68,65249
69,55043
70,46823
71,70315
72,50334
73,55192
74,55021
75,78589
76,58593
77,46205
78,64491
79,53932
80,41402
81,62027
82,56965
83,51389
84,45883
85,52855
86,65328
87,56598
88,41310
89,59339
90,61343
91,45375
92,45651
93,55065
94,46257
95,67578
96,70389
97,50406
98,53429
99,48485
100,48545
101,52929
102,66316
103,62228
104,49337
105,54591
106,54267
107,48155
108,47296
109,53074
110,45353
111,55066
112,56731
113,47639
114,47552
115,54825
116,47419
117,47727
118,46811
119,47529
120,46519
121,46544
122,47522
123,46569
124,47661
125,48422
126,47637
127,46884
128,47094
129,63910
130,53951
131,70419
132,68533
133,55795
134,45298
135,46610
136,46576
137,46495
138,56486
139,55875
140,47600
141,57128
142,53987
143,73264
144,61594
145,41606
146,53705
147,48363
148,59908
149,49331
150,62285
151,53178
152,44771
153,61750
154,50063
155,47590
156,56190
157,59093
158,46136
159,64200
160,59365
161,64030
162,54037
163,38638
164,53323
165,48285
166,59976
167,58077
168,50972
169,47408
170,47427
171,47499
172,45471
173,46604
174,47667
175,46245
176,69294
177,68599
178,52817
179,46368
180,49516
181,46745
182,51386
183,72512
184,63246
185,46301
186,46778
187,46642
188,46471
189,57075
190,45363
191,49563
192,44762
193,56039
194,48200
195,64361
196,53548
197,39028
198,53911
199,49838
200,58299
201,53053
202,46669
203,56109
204,64550
205,49581
206,50351
207,55019
208,48622
209,65783
210,45800
211,63267
212,54263
213,44040
214,60963
215,57732
216,50423
217,46672
218,48528
219,46481
220,47689
221,56573
222,58959
223,54705
224,57047
225,48374
226,45285
227,52796
228,62571
229,51289
230,39933
231,54606
232,65351
233,54621
234,56469
235,59029
236,44526
237,70287
238,66506
239,52372
240,54866
241,47458
242,44069
243,53871
244,47508
245,58059
246,54667
247,47548
248,54377
249,77894
250,67207
251,47233
252,54620
253,66508
254,64659
255,56453
256,59236
257,50538
258,45376
259,46700
260,58010
261,49674
262,47601
263,46714
264,47761
265,53354
266,47368
267,44528
268,47622
269,52189
270,91513
271,76186
272,63944
273,53912
274,50254
275,55934
276,75164
277,71846
278,54322
279,62593
280,76331
281,57524
282,43564
283,84538
284,64547
285,53708
286,46999
287,54245
288,61646
289,57279
290,52462
291,58974
292,62059
293,53610
294,41071
295,84451
296,72684
297,53492
298,49317
299,74513
300,75409
301,69566
302,52839
303,50104
304,65412
305,56840
306,39535
307,54815
308,65300
309,58026
310,40380
311,53662
312,66773
313,57048
314,49268
315,53186
316,73391
317,58035
318,42376
319,75892
320,73861
321,53874
322,44219
323,84533
324,79817
325,59822
326,40880
327,63698
328,64089
329,53557
330,36380
331,59736
332,80085
333,60156
334,46625
335,53350
336,57146
337,64300
338,55559
339,80438
340,65303
341,63503
342,46622
343,51436
344,64693
345,61352
346,53889
347,52318
348,71218
349,56634
350,42060
351,78244
352,66334
353,57080
354,49106
355,56279
356,80128
357,61371
358,42488
359,52171
360,64558
361,52090
362,39729
363,51611
364,65117
365,51458
366,48406
367,52183
368,81472
369,61472
370,46761
371,51429
372,73428
373,65173
374,45183
375,80484
376,81498
377,61506
378,43403
379,83435
380,80519
381,61313
382,45072
383,79522
384,72226
385,53650
386,49170
387,53485
388,65422
389,57335
390,48332
391,77909
392,65273
393,56279
394,40232
395,52269
396,65301
397,56978
398,38245
399,53467
