seq,rtt_us
0,79983
1,183784
2,63673
3,103591
4,130501
5,144776
6,146958
7,132927
8,152465
9,81965
10,157564
11,158537
12,72012
13,148515
14,80963
15,158187
16,146978
17,72696
18,80503
19,120290
20,74768
21,139576
22,82412
23,153132
24,83318
25,144073
26,75831
27,139880
28,70939
29,123272
30,83117
31,135852
32,79074
33,78676
34,125415
35,66543
36,133943
37,89859
38,94493
39,78703
40,91523
41,54035
42,119403
43,69959
44,113112
45,72116
46,136920
47,70845
48,168575
49,155037
50,94988
51,154368
52,63644
53,75479
54,145823
55,142046
56,66730
57,306341
58,122366
59,76038
60,230824
61,134493
62,91218
63,152026
64,102206
65,668303
66,723566
67,160200
68,67420
69,264778
70,444562
71,115648
72,410799
73,293640
74,459093
75,611473
76,108031
77,104405
78,275922
79,99697
80,52273
81,99532
82,114872
83,154147
84,261619
85,105083
86,145673
87,148193
88,129888
89,168288
90,115676
91,161439
92,163629
93,164178
94,149572
95,120581
96,157187
97,118255
98,134173
99,103965
100,141392
101,141370
102,181373
103,138964
104,153100
105,164294
106,156758
107,130463
108,108687
109,102191
110,115709
111,93217
112,124333
113,129128
114,70382
115,116792
116,110334
117,110832
118,61570
119,110766
120,124496
121,75347
122,131259
123,111305
124,124326
125,86307
126,111316
127,114404
128,64688
129,91102
130,65099
131,105805
132,72242
133,103029
134,85675
135,121240
136,114678
137,112580
138,132943
139,69790
140,125177
141,125144
142,65019
143,122073
144,70020
145,131452
146,67076
147,126267
148,104084
149,99599
150,113844
151,118818
152,72746
153,119100
154,69927
155,124125
156,62253
157,61103
158,127154
159,69033
160,116683
161,54576
162,55990
163,103531
164,47990
165,105592
166,71126
167,113954
168,117985
169,59136
170,74851
171,107549
172,64345
173,100957
174,66662
175,118524
176,109540
177,135136
178,120603
179,58195
180,115566
181,76963
182,114338
183,67780
184,107692
185,108245
186,50996
187,100916
188,54976
189,103362
190,101654
191,70221
192,111071
193,48389
194,101148
195,96083
196,109018
197,104217
198,62225
199,91373
200,54642
201,99287
202,59042
203,109120
204,106006
205,48884
206,95034
207,96045
208,105216
209,74122
210,127794
211,119998
212,64479
213,112186
214,109743
215,110771
216,54454
217,108722
218,103647
219,96203
220,100565
221,48181
222,102872
223,113485
224,59335
225,114213
226,59401
227,112815
228,63879
229,122105
230,119226
231,131911
232,97628
233,111313
234,105273
235,115947
236,74051
237,113999
238,72025
239,117349
240,50825
241,50833
242,112338
243,61589
244,67794
245,180168
246,106810
247,132260
248,99710
249,125931
250,110596
251,120021
252,108290
253,125597
254,122944
255,117237
256,108094
257,106293
258,113434
259,44350
260,107273
261,61215
262,99618
263,43655
264,92127
265,49100
266,110944
267,120463
268,55206
269,102309
270,52574
271,105031
272,65803
273,117097
274,58310
275,111883
276,52161
277,110324
278,54114
279,120333
280,66484
281,125625
282,59661
283,118898
284,59962
285,119408
286,59557
287,111505
288,103634
289,95048
290,58656
291,73222
292,58228
293,73945
294,123715
295,97626
296,47235
297,95899
298,88501
299,134471
300,88912
301,102917
302,100139
303,51508
304,164321
305,106492
306,54838
307,107440
308,105978
309,108230
310,104330
311,101792
312,115871
313,121882
314,69439
315,110030
316,53848
317,111307
318,49903
319,106355
320,54937
321,111200
322,124617
323,60698
324,122494
325,51906
326,111789
327,111606
328,56527
329,56674
330,108051
331,54559
332,103535
333,66772
334,113047
335,122713
336,109723
337,193341
338,207107
339,167232
340,199822
341,217762
342,597848
343,518354
344,346250
345,541309
346,385842
347,330373
348,382018
349,101023
350,212160
351,364447
352,228972
353,281241
354,388780
355,343173
356,357338
357,320584
358,277824
359,312970
360,258460
361,416200
362,362768
363,361263
364,307899
365,257036
366,197749
367,180485
368,146941
369,170872
370,129854
371,144267
372,113802
373,64527
374,99507
375,141526
376,92163
377,126938
378,123803
379,132606
380,151696
381,126417
382,140290
383,155357
384,92772
385,92805
386,126715
387,111463
388,110996
389,186798
390,206656
391,107976
392,82506
393,95637
394,189646
395,120998
396,118379
397,107477
398,117202
399,79519
