seq,rtt_us
0,346257
1,307563
2,116356
3,147866
4,141581
5,171217
6,141672
7,77399
8,215511
9,318271
10,277609
11,327688
12,583426
13,754858
14,327187
15,819595
16,864660
17,367020
18,978904
19,1165728
20,1043475
21,326872
22,331433
23,1297313
24,1275923
25,294249
26,1286063
27,1316464
28,236977
29,1248263
30,1282159
31,189002
32,243318
33,202212
34,421426
35,403628
36,1108331
37,504123
38,446457
39,460699
40,566897
41,583479
42,956461
43,551260
44,585835
45,862782
46,793445
47,840899
48,823508
49,797853
50,781476
51,754726
52,787463
53,752766
54,752652
55,810797
56,806704
57,942334
58,983524
59,721833
60,1026199
61,928949
62,1314959
63,1378649
64,1058310
65,1130627
66,1359517
67,1370143
68,1379785
69,1408880
70,1390887
71,1426629
72,1410467
73,1519965
74,1447522
75,1431493
76,1691011
77,1718811
78,1426680
79,1453571
80,1437781
81,1461676
82,1429473
83,1556754
84,1588962
85,1522463
86,1603854
87,1609557
88,1594591
89,1581883
90,1568044
91,1579285
92,1509977
93,1570020
94,1607041
95,1680358
96,1715864
97,1715804
98,1766009
99,1762205
100,2121677
101,2106148
102,1724064
103,1730317
104,2145785
105,1753587
106,1754572
107,2223567
108,1807325
109,2252075
110,1780002
111,1761583
112,2192037
113,1721884
114,1707850
115,1724188
116,2182025
117,2196669
118,1662834
119,2165490
120,1673127
121,2170999
122,1769593
123,1740775
124,1736487
125,2109707
126,2140492
127,2205043
128,1704451
129,1930700
130,2109256
131,2216329
132,2097147
133,2110922
134,2145253
135,2182478
136,2235203
137,2180693
138,2231003
139,2164835
140,2232500
141,2241859
142,2329617
143,2331062
144,2338577
145,2332353
146,2297930
147,2285725
148,2298699
149,2356548
150,2412915
151,2476048
152,2418371
153,2622940
154,2614673
155,2428865
156,2419524
157,2458146
158,2402108
159,2425560
160,2510413
161,2468692
162,2509031
163,2492848
164,2504690
165,2488894
166,2505986
167,2484205
168,2499369
169,2450619
170,2455631
171,2399458
172,2448815
173,2449170
174,2433436
175,2473268
176,2517549
177,2597119
178,2741857
179,2613906
180,2705662
181,2632471
182,2617147
183,2672604
184,3111970
185,2593917
186,2632586
187,2616457
188,2626759
189,2682491
190,2689118
191,2778090
192,2778178
193,2811596
194,2952494
195,2933423
196,3005087
197,3141130
198,3028060
199,3135052
200,3180472
201,3176104
202,3129127
203,3167912
204,3112042
205,3148931
206,3190849
207,3222264
208,3266258
209,3267562
210,3261471
211,3243701
212,3227184
213,3201298
214,3186194
215,3196475
216,3234035
217,3291017
218,3292330
219,3218632
220,3282838
221,3270095
222,3263150
223,3312144
224,3267739
225,3323432
226,3259602
227,3337471
228,3286421
229,3320499
230,3305954
231,3311662
232,3329189
233,3265088
234,3274285
235,3205077
236,3267069
237,3262349
238,3194238
239,3303251
240,3255175
241,3201143
242,3242722
243,3227919
244,3277237
245,3242359
246,3288955
247,3238504
248,3174777
249,3220929
250,3174327
251,3158911
252,3173025
253,3180610
254,3203766
255,3194952
256,3127457
257,3094408
258,3090732
259,3027721
260,3024879
261,3145174
262,3130575
263,3091474
264,2964214
265,2949221
266,3003999
267,2991862
268,3650687
269,3677931
270,3702990
271,3765408
272,3765131
273,3797004
274,3815883
275,3865806
276,3927585
277,3941490
278,4006140
279,4020536
280,4072266
281,4100553
282,4156585
283,4185123
284,4203609
285,4264118
286,4261033
287,4314258
288,4300210
289,4344662
290,4344613
291,4380923
292,4312937
293,4275793
294,4319469
295,4424869
296,4305203
297,4260012
298,4286793
299,4279381
300,4328943
301,4272024
302,4280822
303,4266666
304,4277663
305,4263667
306,4301301
307,4320061
308,4246306
309,4302679
310,4320460
311,4269293
312,4250801
313,4293220
314,4275581
315,4252350
316,4296013
317,4242901
318,4226475
319,4237679
320,4222788
321,4184092
322,4169033
323,4118904
324,4145376
325,4095933
326,4082439
327,4025880
328,4052814
329,4052808
330,4077020
331,4024095
332,4018532
333,4011046
334,3996120
335,3928718
336,3913844
337,3889465
338,3903625
339,3889697
340,3887805
341,3871902
342,3856118
343,3835656
344,3829279
345,3800003
346,3782911
347,3759823
348,3774385
349,3761940
350,3732023
351,3717368
352,3498399
353,3425375
354,3350410
355,3444875
356,3486457
357,3452500
358,3387209
359,3366677
360,3321336
361,3299347
362,3247683
363,3227927
364,3174888
365,3154835
366,3087039
367,3070765
368,2665242
369,3008739
370,2950994
371,2946120
372,2872549
373,
374,
375,
376,
377,
378,
379,
380,
381,
382,
383,
384,
385,
386,
387,
388,
389,
390,
391,
392,
393,
394,
395,
396,
397,
398,
399,
