seq,rtt_us
0,288517
1,288434
2,270695
3,453304
4,452948
5,452366
6,452213
7,450042
8,326392
9,326339
10,326259
11,432433
12,432418
13,432548
14,432322
15,429834
16,590526
17,583306
18,583257
19,524783
20,724582
21,724519
22,716275
23,711550
24,601406
25,601296
26,600444
27,600404
28,600506
29,705427
30,705390
31,705340
32,705357
33,1033476
34,1033445
35,1033647
36,1033413
37,1033396
38,1014544
39,849390
40,849124
41,1172751
42,1172700
43,1085157
44,1085535
45,1085510
46,1200387
47,1200260
48,1200253
49,1199989
50,1697179
51,1696649
52,1497803
53,1497601
54,1497355
55,1595355
56,1595250
57,1595343
58,1595322
59,1595337
60,1964342
61,1964669
62,1854439
63,1854352
64,2018180
65,2018074
66,2018122
67,1900308
68,1900131
69,2215765
70,2216157
71,2216156
72,2212191
73,2450096
74,2427257
75,2382245
76,2382042
77,2126656
78,2126662
79,2202114
80,2202089
81,2202124
82,2201861
83,2201830
84,2201365
85,2360484
86,2360634
87,2360474
88,2360029
89,2360007
90,2359887
91,2599519
92,2599495
93,2599472
94,2537983
95,2537954
96,2276198
97,2407663
98,2407546
99,2407672
100,2407654
101,2407853
102,2611640
103,2611504
104,2558241
105,2497436
106,2252167
107,2251948
108,2251647
109,2453807
110,2454397
111,2454470
112,2628303
113,2628266
114,2628468
115,2377610
116,2377803
117,2377305
118,2377253
119,2495148
120,2495117
121,2495002
122,2397053
123,2800220
124,2800244
125,2686875
126,2686829
127,2686716
128,2686728
129,2890670
130,2694781
131,2441019
132,2694041
133,2694018
134,2693709
135,2913164
136,2754204
137,2754141
138,2749154
139,2748922
140,2748957
141,2748865
142,2905108
143,2905405
144,2905293
145,2674481
146,2674441
147,2907092
148,2907273
149,2906501
150,2906518
151,2906497
152,2906322
153,3195287
154,3195503
155,3194966
156,3194529
157,3194389
158,3684689
159,3684679
160,3684630
161,3684667
162,3610789
163,3611173
164,3610992
165,3610211
166,3610091
167,3584169
168,3451345
169,3680908
170,3680872
171,3680380
172,3775223
173,3536585
174,3536345
175,3766159
176,3766127
177,3766097
178,3766109
179,3766089
180,4004603
181,4004576
182,4004260
183,4004675
184,4004674
185,4004555
186,3873733
187,4112515
188,4112700
189,4112689
190,4014644
191,4248522
192,4248518
193,4248484
194,4248472
195,4213745
196,4070949
197,4070914
198,4071177
199,4313228
200,4313458
201,4313450
202,4226793
203,4226630
204,4226301
205,4231734
206,4231864
207,4231909
208,4058587
209,4485473
210,4486383
211,4486400
212,4486092
213,4485469
214,4650535
215,4607216
216,4533574
217,4533031
218,4533452
219,4473925
220,4473909
221,4473961
222,4389360
223,4389187
224,4148121
225,4147888
226,4147370
227,4147254
228,4485160
229,4672644
230,4672651
231,4672625
232,4673004
233,4420631
234,4419926
235,4419479
236,4419453
237,4428105
238,4504186
239,4504178
240,4504067
241,4503944
242,4503921
243,4446783
244,4381870
245,4381597
246,4685989
247,4686139
248,4446466
249,4446445
250,4446471
251,4446261
252,4446241
253,4449752
254,4449583
255,4449621
256,4634755
257,4621904
258,4429993
259,4429836
260,4429741
261,4429685
262,4429499
263,4429386
264,4345912
265,3878223
266,3877890
267,3877799
268,3877760
269,3877591
270,3881075
271,3881123
272,3885933
273,3885917
274,3895243
275,3656690
276,3713846
277,3713842
278,3713854
279,3713839
280,3462214
281,3461883
282,3461788
283,3461725
284,3461837
285,3478398
286,3478394
287,3478507
288,3478499
289,3478455
290,3257180
291,3257227
292,3257082
293,3257011
294,3256649
295,3258114
296,3258384
297,3258442
298,3258551
299,3258527
300,3165182
301,3164511
302,3164561
303,2935900
304,2935868
305,2935811
306,2956336
307,2956276
308,2956255
309,2977576
310,2977506
311,2977538
312,3436515
313,3390586
314,3372969
315,3669929
316,3669717
317,3669824
318,3669809
319,3669856
320,3669551
321,3669622
322,3550932
323,3550948
324,3550710
325,3551036
326,3519257
327,3430945
328,3430598
329,3490680
330,3478822
331,3257407
332,3264955
333,3264940
334,3298079
335,3298070
336,3298066
337,3297872
338,3338830
339,3338849
340,3339938
341,3339989
342,3343515
343,3102549
344,3131623
345,3131609
346,3131538
347,3131521
348,3131480
349,3131068
350,3133030
351,3133412
352,3707542
353,3834608
354,3834591
355,3788085
356,3648821
357,3648783
358,3648759
359,3648776
360,3650255
361,3650242
362,3410261
363,3410226
364,3410122
365,3444501
366,3444557
367,3444697
368,3444643
369,3444585
370,3444541
371,3457824
372,3292614
373,3313524
374,3313494
375,3312833
376,3334320
377,3330066
378,3262761
379,3270456
380,3127195
381,3165987
382,3167329
383,3167498
384,3167411
385,3167313
386,3167033
387,3176343
388,3191470
389,3191471
390,3624542
391,3624540
392,3645981
393,3440510
394,3440369
395,3440670
396,3441326
397,3458737
398,3458700
399,3373973
