seq,rtt_us
0,52124
1,36828
2,58434
3,57449
4,37313
5,48762
6,41691
7,43282
8,33797
9,54089
10,46558
11,40769
12,149243
13,121183
14,92841
15,64462
16,57107
17,46872
18,41564
19,46284
20,58471
21,56346
22,47370
23,49575
24,50374
25,43185
26,57440
27,51730
28,54391
29,42084
30,46791
31,41289
32,62333
33,45205
34,51602
35,41428
36,55636
37,52961
38,63628
39,40829
40,49119
41,32451
42,58405
43,42269
44,57669
45,43726
46,43048
47,34731
48,54862
49,90370
50,169689
51,141230
52,57899
53,43937
54,50435
55,142345
56,114401
57,86492
58,106999
59,50177
60,60504
61,52347
62,68290
63,45718
64,43008
65,48070
66,56545
67,51682
68,56561
69,52499
70,94040
71,59431
72,59139
73,71508
74,84297
75,55710
76,30457
77,59616
78,45022
79,41847
80,43904
81,46282
82,43124
83,43615
84,40562
85,40475
86,50039
87,50323
88,53201
89,66187
90,111235
91,38867
92,53938
93,97934
94,53823
95,48609
96,49513
97,45895
98,53112
99,127417
100,46050
101,64715
102,63170
103,56650
104,136861
105,53469
106,41748
107,57584
108,45093
109,62439
110,46245
111,34143
112,55347
113,53714
114,50139
115,42214
116,54768
117,69265
118,50002
119,65267
120,54484
121,58138
122,45185
123,57393
124,42475
125,57624
126,38464
127,53776
128,96181
129,53942
130,86221
131,64560
132,90858
133,66591
134,102314
135,73182
136,65838
137,85007
138,63227
139,71272
140,140809
141,112242
142,52958
143,49483
144,51799
145,47920
146,35108
147,72195
148,58563
149,72484
150,96709
151,64587
152,90099
153,168131
154,152584
155,124002
156,54103
157,81932
158,139757
159,67087
160,92860
161,101473
162,98654
163,62312
164,95718
165,72042
166,163319
167,147977
168,130028
169,136284
170,141522
171,104846
172,103402
173,98412
174,132598
175,60292
176,71432
177,67949
178,56836
179,65439
180,90233
181,56783
182,47347
183,62567
184,53142
185,58478
186,37642
187,51523
188,41958
189,76562
190,53214
191,59459
192,46035
193,62183
194,52716
195,58446
196,50309
197,47431
198,45378
199,45273
200,42560
201,55776
202,43481
203,40106
204,43008
205,58112
206,42540
207,68707
208,48188
209,80273
210,54981
211,73504
212,54485
213,75034
214,119206
215,56692
216,75959
217,85171
218,104898
219,91549
220,79566
221,69876
222,58175
223,59611
224,53290
225,54284
226,37665
227,49583
228,67032
229,87293
230,160254
231,149336
232,151869
233,194474
234,150644
235,172562
236,144054
237,120223
238,91684
239,63289
240,39895
241,55848
242,42635
243,56081
244,40962
245,51329
246,42289
247,54575
248,66176
249,58426
250,59053
251,80939
252,65107
253,49355
254,53138
255,55638
256,64630
257,81038
258,75631
259,62576
260,49921
261,64851
262,87961
263,97695
264,90286
265,52243
266,61948
267,42658
268,61678
269,47434
270,69430
271,51019
272,58907
273,46729
274,60336
275,45816
276,56407
277,41840
278,56278
279,50743
280,54101
281,40345
282,45670
283,53278
284,55976
285,58251
286,124529
287,131019
288,125740
289,125818
290,112514
291,125708
292,108540
293,119577
294,110605
295,90206
296,87903
297,65059
298,91331
299,58242
300,80463
301,68075
302,56090
303,52819
304,42989
305,54557
306,40840
307,51130
308,37776
309,44328
310,42734
311,51041
312,47391
313,49265
314,89887
315,110132
316,94386
317,103280
318,94355
319,72930
320,96426
321,77671
322,99588
323,71488
324,43324
325,55616
326,107840
327,38189
328,43013
329,66642
330,51098
331,64615
332,103068
333,80826
334,100560
335,86258
336,92028
337,57108
338,84005
339,108536
340,59083
341,84629
342,67630
343,118042
344,53328
345,49004
346,49801
347,49833
348,42323
349,70262
350,96582
351,53200
352,132349
353,48346
354,90795
355,74113
356,81830
357,53651
358,38291
359,40871
360,66567
361,84073
362,69108
363,78488
364,55320
365,73632
366,66572
367,74514
368,65256
369,79833
370,46937
371,78820
372,93218
373,58636
374,165973
375,145973
376,49088
377,39862
378,59917
379,80586
380,65701
381,51652
382,47772
383,39816
384,50744
385,39589
386,43432
387,41696
388,71246
389,44257
390,34864
391,50780
392,70237
393,58005
394,45253
395,64420
396,103247
397,114164
398,71904
399,97110
400,77098
401,107243
402,64190
403,55351
404,60615
405,39075
406,42127
407,31268
408,42118
409,63378
410,90929
411,48424
412,51729
413,55130
414,40159
415,53235
416,47355
417,70995
418,47349
419,58936
