seq,rtt_us
0,63730
1,57706
2,47065
3,46536
4,57042
5,53889
6,49795
7,46569
8,50097
9,49191
10,45481
11,57601
12,46397
13,55726
14,58035
15,56106
16,49932
17,44619
18,64047
19,64811
20,44834
21,59756
22,48687
23,45364
24,56022
25,56171
26,49441
27,46226
28,57857
29,48371
30,45553
31,51416
32,45316
33,54493
34,48335
35,58243
36,50458
37,58136
38,49677
39,50661
40,45491
41,57074
42,58512
43,62880
44,52107
45,45316
46,47575
47,46561
48,55790
49,58889
50,49595
51,45477
52,53682
53,52097
54,47596
55,47684
56,47532
57,56895
58,51758
59,48330
60,57087
61,58963
62,48548
63,48558
64,48225
65,56426
66,53849
67,48397
68,59919
69,50394
70,48473
71,52906
72,55540
73,54530
74,47565
75,46473
76,49070
77,59906
78,53937
79,60961
80,54559
81,46678
82,56870
83,46583
84,47575
85,46420
86,47652
87,45191
88,56164
89,52803
90,47578
91,58112
92,49123
93,44724
94,54708
95,58837
96,51907
97,46400
98,54027
99,46545
100,56961
101,52927
102,49283
103,53906
104,57321
105,65333
106,64433
107,53158
108,46475
109,59909
110,50700
111,50809
112,58698
113,55480
114,61675
115,47449
116,45372
117,47500
118,45234
119,58178
120,47675
121,53735
122,49576
123,45078
124,64642
125,50815
126,45404
127,48621
128,46588
129,57850
130,51942
131,47513
132,58687
133,46422
134,49610
135,45150
136,57888
137,54671
138,47401
139,53651
140,58650
141,55658
142,42318
143,45374
144,45184
145,57839
146,45247
147,57879
148,65092
149,58861
150,54707
151,45160
152,52064
153,45284
154,56504
155,50857
156,44160
157,53903
158,48700
159,44628
160,54294
161,50695
162,54275
163,54271
164,48475
165,50965
166,56633
167,58063
168,50494
169,45040
170,52871
171,45547
172,53970
173,53975
174,55728
175,46798
176,56914
177,56649
178,45137
179,52919
180,46393
181,66608
182,54937
183,44447
184,63922
185,58863
186,62875
187,57437
188,45330
189,47452
190,51923
191,46452
192,48293
193,47636
194,47521
195,46510
196,55887
197,64646
198,56970
199,51705
200,45448
201,52382
202,47127
203,47345
204,47492
205,54170
206,44449
207,47251
208,71504
209,85288
210,71746
211,91232
212,95501
213,89091
214,80070
215,81164
216,65100
217,48033
218,36057
219,63288
220,53175
221,66652
222,51908
223,35209
224,65121
225,64338
226,44360
227,56103
228,54269
229,46581
230,53693
231,57906
232,46438
233,55939
234,52334
235,46631
236,45992
237,52971
238,47981
239,45457
240,48316
241,45448
242,49491
243,49816
244,56255
245,56383
246,53326
247,54138
248,62820
249,53202
250,53315
251,56633
252,54419
253,46815
254,44816
255,61014
256,49413
257,64165
258,56578
259,43667
260,60091
261,50985
262,44714
263,58065
264,46155
265,45331
266,46053
267,63598
268,47780
269,53656
270,45676
271,43206
272,54809
273,44975
274,62930
275,52869
276,48470
277,46179
278,46426
279,46657
280,46544
281,57968
282,51820
283,51436
284,67332
285,58509
286,59416
287,51973
288,43431
289,57823
290,57060
291,56763
292,47705
293,41732
294,56546
295,50013
296,54077
297,55146
298,56943
299,56923
300,47612
301,47658
302,48202
303,64455
304,62926
305,42936
306,67708
307,58854
308,44836
309,56664
310,48459
311,55730
312,48454
313,40833
314,57947
315,57047
316,43677
317,83921
318,70521
319,62005
320,45260
321,47484
322,68296
323,51997
324,43695
325,54573
326,46609
327,45363
328,56501
329,45396
330,56048
331,56160
332,56906
333,47785
334,51439
335,59975
336,58684
337,57000
338,54447
339,43743
340,55276
341,48270
342,56937
343,48196
344,48480
345,49453
346,61910
347,61232
348,43921
349,62574
350,43821
351,58822
352,58925
353,44420
354,60976
355,58851
356,43869
357,56978
358,51101
359,55849
360,61998
361,46538
362,55382
363,46609
364,46608
365,56685
366,58007
367,56910
368,47640
369,56980
370,60898
371,59396
372,43578
373,59633
374,48107
375,46723
376,54370
377,45173
378,54351
379,47582
380,55397
381,62735
382,51122
383,42516
384,57324
385,59321
386,45235
387,66640
388,50482
389,36017
390,63345
391,46885
392,53931
393,54262
394,53581
395,62395
396,57859
397,56601
398,47381
399,48914
