seq,rtt_us
0,48436
1,56111
2,40608
3,53067
4,46181
5,36153
6,48180
7,37469
8,58740
9,74191
10,66592
11,73862
12,52540
13,53297
14,47079
15,40321
16,58850
17,47996
18,55934
19,47273
20,60825
21,47481
22,51522
23,56283
24,61445
25,48797
26,52250
27,50558
28,46596
29,53601
30,57611
31,47674
32,57198
33,90438
34,58059
35,53626
36,45831
37,60714
38,62697
39,58754
40,77250
41,48181
42,88807
43,64670
44,111214
45,38850
46,63301
47,59044
48,87127
49,62952
50,81361
51,58507
52,58575
53,58237
54,83716
55,54458
56,55359
57,57440
58,91897
59,63930
60,71946
61,52541
62,90651
63,62498
64,62677
65,83827
66,53085
67,85423
68,61843
69,59265
70,55341
71,55080
72,121813
73,54247
74,64849
75,120037
76,96282
77,62237
78,131219
79,107413
80,101618
81,46003
82,113696
83,306335
84,55414
85,99982
86,75730
87,57030
88,86616
89,56628
90,139659
91,60105
92,135644
93,63501
94,56148
95,59532
96,125774
97,276473
98,63912
99,54206
100,59516
101,54010
102,62211
103,52562
104,81365
105,57650
106,70117
107,72195
108,61393
109,56825
110,49501
111,45614
112,54487
113,107512
114,81396
115,75873
116,95571
117,74286
118,113582
119,72115
120,107589
121,114233
122,56779
123,97417
124,65863
125,235808
126,381251
127,407135
128,433812
129,442438
130,443836
131,425421
132,401779
133,548935
134,401926
135,331783
136,308280
137,285560
138,326012
139,505754
140,657878
141,425779
142,434685
143,430884
144,481892
145,173580
146,469164
147,232425
148,531143
149,305003
150,553098
151,427075
152,258471
153,276917
154,324599
155,350092
156,365919
157,349538
158,344973
159,352392
160,395837
161,332632
162,335450
163,445436
164,334889
165,321054
166,350013
167,380627
168,396594
169,386440
170,403722
171,379566
172,411814
173,418333
174,395066
175,371519
176,517528
177,695742
178,502815
179,501218
180,299907
181,463315
182,456135
183,470264
184,273069
185,542444
186,411069
187,399135
188,471014
189,405433
190,360246
191,426531
192,572547
193,398741
194,556767
195,379815
196,366795
197,453494
198,356866
199,348399
200,441056
201,457656
202,442355
203,416307
204,431919
205,422046
206,408668
207,571512
208,389798
209,392729
210,509542
211,485742
212,376949
213,397536
214,439371
215,401050
216,418326
217,508617
218,392523
219,387571
220,422959
221,322736
222,354861
223,413960
224,367121
225,374556
226,422916
227,436985
228,444250
229,447769
230,443289
231,463126
232,448797
233,483816
234,460072
235,490121
236,478430
237,473156
238,449393
239,534223
240,402019
241,486592
242,462802
243,438989
244,431867
245,510649
246,441497
247,401888
248,422129
249,455463
250,440326
251,458188
252,446577
253,432993
254,423614
255,433137
256,414685
257,402451
258,502604
259,413701
260,465472
261,527559
262,559947
263,480185
264,635974
265,510382
266,513419
267,503669
268,549100
269,524645
270,501598
271,471941
272,453229
273,482455
274,414673
275,591262
276,608604
277,587317
278,587280
279,587248
280,571374
281,547557
282,523733
283,456006
284,318631
285,452074
286,725964
287,457868
288,449379
289,638219
290,655734
291,639274
292,398802
293,417980
294,585557
295,398352
296,409921
297,434566
298,519892
299,504529
