seq,rtt_us
0,403053
1,383329
2,388016
3,409087
4,389379
5,376167
6,356330
7,343823
8,324182
9,309501
10,299759
11,287407
12,337547
13,317600
14,309904
15,302424
16,293274
17,282474
18,276090
19,265187
20,282698
21,276215
22,264790
23,255215
24,264226
25,265110
26,260950
27,264530
28,276246
29,279231
30,259296
31,240399
32,288576
33,268968
34,258321
35,260354
36,293199
37,467745
38,471935
39,468090
40,526370
41,521542
42,577919
43,558253
44,555954
45,540841
46,549573
47,610250
48,607655
49,621176
50,609275
51,614895
52,660490
53,610886
54,567962
55,568040
56,578216
57,566722
58,501181
59,493471
60,564911
61,511855
62,511825
63,516741
64,546325
65,564643
66,560824
67,565893
68,583256
69,579547
70,585144
71,589646
72,667690
73,545719
74,556798
75,558827
76,536771
77,552099
78,555923
79,546911
80,550007
81,575957
82,527100
83,561162
84,465772
85,465635
86,450511
87,473793
88,473817
89,478721
90,538395
91,472203
92,489709
93,491846
94,465547
95,479852
96,478416
97,478146
98,472667
99,474099
100,489375
101,489100
102,475254
103,476761
104,456723
105,477799
106,472131
107,457153
108,456832
109,446490
110,436732
111,431973
112,430562
113,422216
114,413483
115,417173
116,460363
117,428895
118,443034
119,423392
120,423050
121,406381
122,404749
123,399017
124,391125
125,403194
126,383365
127,388344
128,379268
129,368517
130,361896
131,353205
132,350005
133,346718
134,338920
135,332256
136,323637
137,354157
138,353237
139,362068
140,349015
141,348175
142,335987
143,330501
144,332405
145,317805
146,315732
147,312238
148,299399
149,297502
150,280304
151,274569
152,277481
153,283688
154,307313
155,302922
156,367332
157,338636
158,318761
159,299022
160,287468
161,299997
162,342479
163,379154
164,359444
165,351512
166,335699
167,334466
168,314781
169,339619
170,303949
171,288728
172,269078
173,249224
174,229268
175,219058
176,459666
177,211319
178,196061
179,399695
180,379862
181,234405
182,214928
183,219623
184,225578
185,219259
186,223253
187,223540
188,244106
189,242545
190,263329
191,250270
192,296413
193,311921
194,316436
195,312698
196,349171
197,339820
198,344947
199,363389
200,352407
201,367715
202,370444
203,581293
204,561528
205,554271
206,534418
207,518941
208,499040
209,496291
210,556021
211,578686
212,2470630
213,538805
214,518952
215,2410661
216,487551
217,467647
218,562354
219,2330786
220,527413
221,2290802
222,487510
223,469057
224,2247299
225,2227334
226,2207394
227,432371
228,432367
229,432414
230,437137
231,437073
232,437177
233,553791
234,533895
235,514117
236,499616
237,479816
238,475539
239,455651
240,435992
241,422871
242,408968
243,1915713
244,505598
245,1875751
246,465735
247,1836052
248,1834750
249,1814900
250,570125
251,550192
252,535429
253,515511
254,495660
255,506678
256,486805
257,466950
258,580499
259,560598
260,540718
261,549684
262,530187
263,515401
264,495499
265,475724
266,460818
267,440890
268,421031
269,402421
270,512151
271,492217
272,1354931
273,565095
274,1322487
275,843882
276,836665
277,842250
278,847656
279,842316
280,830438
281,820377
282,817118
283,814740
284,1114746
285,1094740
286,827196
287,807296
288,1034741
289,777849
290,790063
291,789718
292,769791
293,767391
294,779343
295,759417
296,779431
297,759793
298,842513
299,822668
